nom du projet;nom du site;nom de la plateforme;outil de mesure;commentaire sonde;date de prélèvement;heure;profondeur réelle observée (m);cond25degres (ms/cm);oxygene mg (mg/l);ph brut (nounit);ph tc (nounit);Température (°c)
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;09/09/2014;12:00;11.0;21.0;7.58;;7.42;4.92
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;09/09/2014;12:00;12.0;22.0;7.23;;7.42;4.74
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;09/09/2014;12:00;13.0;21.0;6.81;;7.4;4.52
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;09/09/2014;12:00;14.0;22.0;6.26;;7.39;4.37
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;09/09/2014;12:00;15.0;23.0;5.14;;7.37;4.26
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;09/09/2014;12:00;16.0;23.0;4.27;;7.32;4.24
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;09/09/2014;12:00;17.0;23.0;3.83;;7.3;4.22
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;09/09/2014;12:00;18.0;23.0;3.33;;7.3;4.22
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;09/09/2014;12:00;19.0;23.0;2.8;;7.28;4.2
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;0.2;16.0;7.72;;9.54;16.64
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;1.0;16.0;7.69;;9.58;16.55
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;2.0;16.0;7.74;;9.6;16.32
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;3.0;16.0;7.83;;9.72;15.95
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;4.0;17.0;7.92;;9.81;15.48
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;5.0;17.0;7.93;;9.89;15.3
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;6.0;17.0;7.95;;9.96;14.92
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;7.0;16.0;7.91;;9.97;14.47
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;8.0;16.0;7.69;;9.79;14.27
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;9.0;15.0;7.5;;9.62;14.16
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;10.0;15.0;7.28;;9.5;14.08
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;11.0;15.0;7.07;;9.42;13.95
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;12.0;15.0;6.7;;9.38;13.7
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;13.0;15.0;6.84;;9.28;11.09
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;14.0;15.0;7.44;;9.28;6.82
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;15.0;16.0;7.66;;9.21;5.07
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;16.0;17.0;7.28;;9.15;4.69
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;17.0;17.0;6.7;;9.08;4.4
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;18.0;18.0;6.4;;9.04;4.22
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;19.0;18.0;5.85;;8.98;4.12
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;20.0;19.0;5.65;;8.9;4.18
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;21.0;20.0;5.1;;8.87;4.19
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;22.0;20.0;4.38;;8.83;4.19
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;23.0;20.0;3.6;;8.79;4.18
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;24.0;21.0;2.3;;8.7;4.17
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;31/08/2015;14:00;25.0;22.0;1.83;;8.67;4.17
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;0.2;17.0;7.37;;7.94;15.6
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;1.1;17.0;7.39;;8.14;15.38
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;2.0;17.0;7.43;;8.2;15.15
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;3.1;17.0;7.39;;8.25;15.07
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;4.2;17.0;7.41;;8.26;15.03
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;4.9;17.0;7.43;;8.27;14.97
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;6.1;17.0;7.44;;8.18;14.86
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;7.1;16.0;7.38;;8.18;14.66
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;8.1;16.0;7.38;;8.17;14.48
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;9.1;16.0;7.51;;8.19;13.88
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;10.3;15.0;7.67;;7.83;13.09
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;11.1;17.0;7.44;;7.6;12.37
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;12.1;17.0;7.6;;7.37;10.11
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;13.1;17.0;8.12;;7.26;6.89
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;14.0;17.0;8.51;;6.72;5.6
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;15.1;17.0;8.45;;6.63;5.03
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;16.0;18.0;8.11;;6.56;4.8
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;17.0;18.0;7.75;;6.47;4.6
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;18.1;18.0;7.32;;6.36;4.51
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;19.2;19.0;6.79;;6.24;4.44
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;20.0;20.0;6.47;;6.18;4.36
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;21.0;20.0;5.59;;6.11;4.35
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;22.2;21.0;4.67;;5.99;4.34
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;23.0;21.0;3.45;;5.83;4.33
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde Hydrolab CIH;;14/09/2016;15:00;23.6;21.0;2.58;;5.98;4.33
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.045;17.5;9.25;;;9.405
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.05;17.5;9.25;;;9.406
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.051;17.5;9.25;;;9.406
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.193;17.5;9.25;;;9.401
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.214;17.5;9.25;;;9.39
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.221;17.5;9.26;;;9.385
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.236;17.5;9.25;;;9.394
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.261;17.5;9.26;;;9.383
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.292;17.5;9.26;;;9.381
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.296;17.5;9.26;;;9.377
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.303;17.5;9.26;;;9.383
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.314;17.5;9.26;;;9.372
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.338;17.5;9.26;;;9.369
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.358;17.5;9.26;;;9.364
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.39;17.5;9.26;;;9.359
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.436;17.5;9.26;;;9.357
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.478;17.5;9.26;;;9.354
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.504;17.5;9.26;;;9.352
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.509;17.5;9.26;;;9.352
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.524;17.5;9.26;;;9.351
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.556;17.5;9.26;;;9.348
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.588;17.5;9.27;;;9.347
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.614;17.5;9.26;;;9.347
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.646;17.5;9.27;;;9.348
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.661;17.5;9.26;;;9.351
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.678;17.5;9.26;;;9.352
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.721;17.5;9.27;;;9.35
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.744;17.5;9.26;;;9.348
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.764;17.5;9.26;;;9.349
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.8;17.5;9.26;;;9.349
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.824;17.5;9.26;;;9.348
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.849;17.5;9.26;;;9.349
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.866;17.5;9.27;;;9.349
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:57;0.886;17.5;9.27;;;9.35
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;0.906;17.5;9.26;;;9.349
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;0.929;17.5;9.26;;;9.348
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;0.949;17.5;9.26;;;9.347
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;0.987;17.5;9.26;;;9.345
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.006;17.5;9.26;;;9.343
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.03;17.5;9.26;;;9.34
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.06;17.5;9.26;;;9.336
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.085;17.5;9.26;;;9.335
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.114;17.5;9.26;;;9.334
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.13;17.5;9.26;;;9.334
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.142;17.5;9.27;;;9.334
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.183;17.5;9.26;;;9.334
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.197;17.5;9.26;;;9.333
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.215;17.5;9.26;;;9.333
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.223;17.5;9.26;;;9.333
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.268;17.6;9.26;;;9.333
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.285;17.6;9.26;;;9.336
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.294;17.6;9.26;;;9.336
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.316;17.5;9.26;;;9.336
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.345;17.5;9.26;;;9.336
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.398;17.5;9.26;;;9.337
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.419;17.5;9.26;;;9.337
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.433;17.5;9.26;;;9.337
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.439;17.5;9.26;;;9.337
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.47;17.5;9.26;;;9.337
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.488;17.5;9.26;;;9.336
Suivi des lacs sentinelles;Corne;Corne : point de prélèvement 1;sonde exo;;26/09/2017;09:58;1.503;17.5;9.26;;;9.336
