nom du projet;nom du site;nom de la plateforme;outil de mesure;commentaire sonde;date de prélèvement;heure;profondeur réelle observée (m);cond25degres (ms/cm);oxygene mg (mg/l);ph brut (nounit);ph tc (nounit);Température (°c)
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;11.63;159.9;7.83;;8.43;8.584
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;11.835;161.0;7.82;;8.43;8.468
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;12.15;166.8;8.01;;8.44;7.254
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;12.43;167.2;8.02;;8.44;7.238
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;12.613;167.5;8.01;;8.44;7.005
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;13.996;167.3;8.03;;8.44;6.897
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;14.388;166.9;8.03;;8.44;6.804
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;14.829;166.3;8.01;;8.44;6.745
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;14.859;165.8;7.96;;8.44;6.691
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;14.934;165.1;7.94;;8.44;6.66
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;15.924;164.7;7.89;;8.43;6.616
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;16.356;164.3;7.87;;8.43;6.572
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;16.8;163.8;7.82;;8.43;6.504
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:06;17.405;163.7;7.81;;8.43;6.48
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;17.596;163.6;7.77;;8.43;6.43
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;17.891;163.6;7.75;;8.43;6.388
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;18.102;163.6;7.73;;8.43;6.348
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;18.258;163.6;7.69;;8.43;6.315
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;19.201;163.8;7.65;;8.43;6.265
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;19.588;164.1;7.62;;8.42;6.198
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;20.216;164.4;7.59;;8.42;6.123
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;20.371;164.9;7.55;;8.42;6.056
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;20.444;165.3;7.52;;8.42;5.982
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;20.455;165.7;7.49;;8.41;5.926
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;20.51;166.1;7.46;;8.41;5.868
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;21.505;166.6;7.4;;8.4;5.821
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;22.044;167.1;7.38;;8.4;5.771
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;22.049;167.6;7.33;;8.39;5.733
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;22.29;168.1;7.31;;8.39;5.695
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;22.34;168.5;7.25;;8.38;5.658
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;22.604;169.1;7.23;;8.38;5.627
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;22.863;169.6;7.16;;8.37;5.597
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;22.973;170.2;7.14;;8.27;5.571
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;23.068;171.0;7.07;;8.26;5.543
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;23.162;171.3;7.05;;8.26;5.535
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;23.229;172.1;6.98;;8.25;5.514
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;24.782;172.4;6.95;;8.24;5.505
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;25.453;173.4;6.48;;8.23;5.487
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;26.06;173.7;6.44;;8.22;5.481
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;26.275;174.7;6.31;;8.21;5.47
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;27.467;175.0;6.31;;8.2;5.466
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.139;175.7;6.22;;8.19;5.456
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.786;176.5;6.17;;8.19;5.446
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.797;177.3;6.12;;8.18;5.437
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.802;178.1;6.05;;8.17;5.43
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.834;179.2;6.0;;8.16;5.419
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.859;179.6;5.54;;8.15;5.416
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.878;180.6;5.45;;8.14;5.406
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.897;181.0;5.35;;8.14;5.404
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.917;181.8;5.28;;8.13;5.398
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.931;182.0;5.24;;8.13;5.397
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.941;182.6;5.2;;8.12;5.394
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.949;182.7;5.15;;8.11;5.394
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.956;183.1;5.12;;8.11;5.393
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.961;183.2;5.08;;8.1;5.393
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.965;183.3;5.05;;8.1;5.397
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.969;183.3;5.02;;8.1;5.397
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.972;183.3;4.99;;8.09;5.4
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.975;183.3;4.96;;8.09;5.401
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.977;183.2;4.93;;8.08;5.403
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.979;183.2;4.92;;8.07;5.404
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;07/09/2015;17:07;28.981;183.2;4.88;;8.06;5.405
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;0.005;139.2;8.0;;8.39;9.719
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;0.006;139.2;8.02;;8.39;9.726
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;0.007;139.1;8.05;;8.39;9.728
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;0.017;139.1;8.06;;8.39;9.729
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;0.032;139.1;8.07;;8.39;9.729
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;0.055;139.1;8.08;;8.39;9.729
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;0.869;139.0;8.09;;8.39;9.727
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;1.106;139.0;8.1;;8.39;9.725
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;1.385;139.0;8.1;;8.39;9.722
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;1.51;139.0;8.11;;8.39;9.717
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;1.605;139.0;8.12;;8.39;9.71
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;1.722;139.0;8.13;;8.39;9.703
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;1.867;139.1;8.14;;8.39;9.695
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;1.973;139.1;8.14;;8.39;9.688
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;2.073;139.1;8.15;;8.39;9.68
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;2.173;139.1;8.16;;8.39;9.672
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;2.269;139.1;8.16;;8.39;9.663
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;3.185;139.1;8.17;;8.39;9.655
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;3.407;139.1;8.18;;8.39;9.645
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;3.597;139.1;8.18;;8.39;9.637
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;3.755;139.1;8.19;;8.39;9.629
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;3.836;139.1;8.2;;8.39;9.623
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;3.946;139.1;8.2;;8.39;9.619
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;4.05;139.1;8.21;;8.39;9.616
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;4.147;139.0;8.22;;8.39;9.612
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;4.254;139.0;8.22;;8.39;9.609
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;4.338;139.0;8.23;;8.39;9.606
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;5.15;139.0;8.24;;8.39;9.602
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;5.296;139.0;8.24;;8.39;9.598
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;5.473;139.1;8.25;;8.39;9.594
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:47;5.66;139.1;8.25;;8.39;9.59
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;5.701;139.1;8.26;;8.39;9.587
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;5.789;139.1;8.26;;8.39;9.584
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;5.882;139.2;8.27;;8.39;9.581
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;5.983;139.2;8.27;;8.39;9.578
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;6.066;139.2;8.28;;8.39;9.575
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;6.152;139.2;8.28;;8.39;9.572
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;6.234;139.2;8.28;;8.39;9.568
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;6.333;139.2;8.29;;8.39;9.564
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;7.183;139.2;8.29;;8.39;9.559
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;7.426;139.3;8.3;;8.39;9.555
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;7.564;139.3;8.3;;8.39;9.549
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;7.639;139.5;8.3;;8.39;9.539
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;7.759;139.9;8.3;;8.39;9.52
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;7.898;140.9;8.3;;8.39;9.488
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;8.019;142.2;8.3;;8.39;9.431
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;8.132;148.0;8.3;;8.39;8.314
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;8.27;149.9;8.51;;8.4;8.118
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;9.195;151.8;8.54;;8.4;8.009
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;9.361;153.5;8.56;;8.41;7.894
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;9.59;155.2;8.57;;8.51;7.814
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;9.68;156.7;8.58;;8.52;7.708
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;9.816;158.3;8.59;;8.53;7.646
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;9.958;159.6;8.59;;8.54;7.591
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;10.092;161.0;8.59;;8.54;7.529
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;10.238;162.1;8.59;;8.55;7.448
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;10.352;163.0;8.59;;8.55;7.377
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;11.197;163.3;8.59;;8.55;7.302
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;11.422;163.4;8.6;;8.56;7.246
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;11.684;163.3;8.6;;8.56;7.186
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;11.861;163.1;8.6;;8.56;7.137
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;11.942;162.9;8.6;;8.56;7.086
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;12.058;162.7;8.59;;8.56;7.038
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;12.184;162.7;8.58;;8.56;6.952
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;12.323;162.8;8.57;;8.56;6.849
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;12.44;163.0;8.57;;8.56;6.761
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;13.289;163.1;8.56;;8.56;6.663
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;13.513;163.2;8.56;;8.56;6.587
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;13.736;163.3;8.55;;8.56;6.508
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;13.964;163.5;8.55;;8.56;6.443
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;14.048;163.6;8.54;;8.56;6.369
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;14.169;163.8;8.53;;8.56;6.306
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;14.295;163.9;8.52;;8.56;6.231
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;14.431;164.1;8.5;;8.56;6.167
Suivi des lacs sentinelles;Merlet Supérieur;Merlet Supérieur : point de prélèvement 1;sonde exo PNV;;30/09/2016;11:48;14.544;164.4;8.49;;8.56;6.064
