nom du projet;nom du site;nom de la plateforme;outil de mesure;commentaire sonde;date de prélèvement;heure;profondeur réelle observée (m);cond25degres (ms/cm);oxygene mg (mg/l);ph brut (nounit);ph tc (nounit);Température (°c)
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;1.839;79.8;11.45;;8.0;9.136
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;1.859;79.8;11.45;;8.0;9.136
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;1.885;79.8;11.45;;8.01;9.136
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;1.906;79.8;11.45;;8.01;9.136
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.662;79.8;11.45;;8.01;9.136
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.696;79.8;11.45;;8.01;9.136
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.76;79.8;11.45;;8.01;9.136
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.768;79.8;11.45;;8.01;9.135
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.798;79.9;11.45;;8.01;9.135
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.824;79.9;11.45;;8.01;9.134
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.846;79.9;11.45;;8.01;9.133
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.871;79.9;11.45;;8.01;9.133
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.893;79.9;11.45;;8.01;9.132
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.915;79.9;11.45;;8.01;9.132
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.937;79.9;11.44;;8.01;9.131
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.958;79.9;11.44;;8.01;9.131
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;2.985;79.9;11.44;;8.01;9.131
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.009;79.9;11.44;;8.01;9.13
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.034;79.9;11.44;;8.01;9.13
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.059;79.9;11.44;;8.01;9.13
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.088;79.9;11.44;;8.02;9.13
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.113;79.9;11.44;;8.02;9.13
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.139;79.9;11.44;;8.02;9.129
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.165;79.9;11.44;;8.02;9.129
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.19;79.9;11.44;;8.02;9.13
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.219;79.9;11.44;;8.02;9.13
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.243;79.9;11.44;;8.02;9.131
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.266;79.9;11.44;;8.02;9.131
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.288;79.9;11.44;;8.02;9.131
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.31;79.9;11.44;;8.02;9.132
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.337;79.9;11.44;;8.02;9.133
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.358;79.9;11.44;;8.02;9.133
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.38;79.9;11.44;;8.02;9.133
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.401;79.9;11.44;;8.02;9.133
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.427;79.9;11.44;;8.03;9.133
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.449;79.9;11.44;;8.03;9.134
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.471;79.9;11.44;;8.03;9.134
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.492;79.9;11.44;;8.03;9.134
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;3.517;79.9;11.44;;8.03;9.134
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.281;79.9;11.44;;8.03;9.134
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.312;79.9;11.43;;8.03;9.133
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.354;79.9;11.43;;8.03;9.132
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.381;79.9;11.43;;8.03;9.132
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.411;79.9;11.43;;8.03;9.131
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.442;79.9;11.43;;8.03;9.131
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.469;79.9;11.43;;8.03;9.131
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.495;79.9;11.43;;8.03;9.13
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.523;79.9;11.43;;8.03;9.13
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.554;79.9;11.43;;8.03;9.129
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.576;79.9;11.43;;8.03;9.129
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.593;79.9;11.43;;8.03;9.129
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.606;79.9;11.43;;8.03;9.127
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.617;79.9;11.43;;8.03;9.126
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.628;79.9;11.43;;8.03;9.125
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.639;79.9;11.43;;8.03;9.125
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.654;79.9;11.43;;8.03;9.124
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.67;79.9;11.43;;8.03;9.124
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:46;4.691;79.9;11.42;;8.03;9.123
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.71;79.9;11.42;;8.03;9.122
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.73;79.9;11.42;;8.03;9.121
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.749;79.9;11.42;;8.03;9.12
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.766;79.9;11.42;;8.03;9.119
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.784;79.9;11.42;;8.03;9.118
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.798;79.9;11.42;;8.03;9.117
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.813;79.9;11.42;;8.03;9.117
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.831;79.9;11.42;;8.03;9.117
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.862;79.9;11.42;;8.03;9.117
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.875;79.9;11.42;;8.03;9.116
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.907;79.9;11.42;;8.03;9.115
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;4.915;79.9;11.41;;8.03;9.113
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;5.677;79.9;11.41;;8.03;9.111
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;5.725;79.9;11.41;;8.03;9.108
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;5.833;79.9;11.41;;8.03;9.105
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;5.857;79.9;11.41;;8.03;9.102
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;5.882;79.9;11.41;;8.03;9.096
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;5.894;79.9;11.41;;8.03;9.091
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;5.943;79.9;11.41;;8.03;9.086
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;5.979;79.9;11.41;;8.03;9.081
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.008;79.9;11.41;;8.03;9.075
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.038;79.9;11.41;;8.03;9.071
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.07;79.9;11.4;;8.03;9.066
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.108;79.9;11.4;;8.03;9.062
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.143;79.9;11.4;;8.03;9.058
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.182;79.9;11.4;;8.03;9.056
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.22;79.9;11.4;;8.04;9.054
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.261;79.9;11.4;;8.04;9.052
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.31;79.9;11.4;;8.04;9.051
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.351;79.9;11.4;;8.04;9.051
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.391;79.9;11.4;;8.04;9.05
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.428;79.9;11.4;;8.04;9.05
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.463;79.9;11.4;;8.04;9.049
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.505;79.9;11.4;;8.04;9.049
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.538;79.9;11.4;;8.04;9.047
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;6.572;79.9;11.4;;8.04;9.045
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.337;79.9;11.4;;8.04;9.042
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.411;79.9;11.4;;8.04;9.038
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.447;79.9;11.39;;8.04;9.033
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.456;79.9;11.39;;8.04;9.028
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.479;79.9;11.39;;8.04;9.023
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.503;79.9;11.39;;8.04;9.019
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.533;79.9;11.39;;8.04;9.015
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.558;79.9;11.39;;8.04;9.011
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.583;79.9;11.39;;8.04;9.007
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.606;79.9;11.39;;8.04;9.003
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.628;79.9;11.39;;8.04;8.999
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.656;79.9;11.39;;8.04;8.996
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.68;79.9;11.39;;8.04;8.993
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.703;79.9;11.39;;8.04;8.992
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.724;79.9;11.39;;8.04;8.991
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.749;79.9;11.39;;8.04;8.99
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.77;79.9;11.39;;8.04;8.99
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.789;79.9;11.39;;8.04;8.99
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.807;79.9;11.39;;8.04;8.99
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.823;79.9;11.39;;8.04;8.99
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.841;79.9;11.39;;8.04;8.99
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.854;79.9;11.38;;8.04;8.99
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.867;79.9;11.38;;8.04;8.991
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:47;7.881;79.9;11.38;;8.04;8.991
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:48;7.895;79.9;11.38;;8.04;8.992
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:48;7.912;79.9;11.38;;8.04;8.994
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:48;7.926;79.9;11.38;;8.04;8.995
Suivi des lacs sentinelles;Plan Vianney;plan Vianney : point de prélèvement 1;sonde exo PNE;;23/09/2014;09:48;7.939;79.9;11.38;;8.04;8.996
